"page_name","country","post_date","total_interactions","Message","URL"
"CNA","SG",2022-03-09,374,"China’s prosperity has been built upon global economic engagement, especially with the technologically advanced West, and so it must prioritise ties with the West over Russia, says this researcher.","https://www.facebook.com/93889432933/posts/10158813686372934"
"CNA","SG",2021-03-31,367,"Taiwan's chip workers have deep experience and a common language, making them a ""natural target for poaching"" by China, says the island's economy minister.","https://www.facebook.com/93889432933/posts/10158201131442934"
"ABC News","AU",2021-06-23,366,"The 2021 Lowy Institute Poll has found more Australians now see China as a security threat rather than an economic partner, and the majority blame China for tensions in the relationship between the countries.","https://www.facebook.com/72924719987/posts/10162652335494988"
"CNA","SG",2022-09-29,365,"More have been signing up for combat skills training, as worry about an invasion grows. Still, most hope to maintain the status quo or decide on the unification question later.","https://www.facebook.com/93889432933/posts/10159129302552934"
"CNA","SG",2020-02-26,364,"South Korea, Taiwan and Thailand are also expected to put in their worst economic performance in years in the first quarter.","https://www.facebook.com/93889432933/posts/10157157174037934"
"CNA","SG",2020-11-28,363,"China has invested heavily in the nuclear energy sector as it tries to wean its economy from coal.","https://www.facebook.com/93889432933/posts/10157916888407934"
"Infobae","AR",2023-12-15,363,"CHINA PODRÍA CONTROLAR LA NAVEGACIÓN INTERNA DEL PAÍS https://bit.ly/4ak5rSN:=:https://www.infobae.com/economia/2023/12/15/alertan-que-china-podria-controlar-la-navegacion-interna-del-pais-por-la-desregulacion-que-prepara-el-ministerio-de-economia/ La inminente derogación de la ley de cabotaje nacional implica el fin de las operaciones de las empresas de bandera argentina.","https://www.facebook.com/100064884184347/posts/799205982252201"
"GMA News","PH",2021-10-11,363,"Ayon sa National Economic and Development Authority (NEDA), 8.1% ang naitalang unemployment rate sa Pilipinas, mas mataas kumpara sa limang mga bansa sa Asya tulad ng India, Indonesia, Malaysia, China at Vietnam. Ang itinuturong dahilan, limitadong operasyon ng mga industriya at mahigpit pa ring lockdown. Ang buong detalye, panoorin sa video na ito.","https://www.facebook.com/116724526976/posts/10160455212336977"
"CNA","SG",2021-10-05,362,"""As the two largest economies in the world, how we relate to each other does not just affect our two countries. It impacts the entire world and billions of workers,"" says US Trade Representative Katherine Tai.","https://www.facebook.com/93889432933/posts/10158558269147934"
"CNA","SG",2021-09-10,361,"China's moves to clamp down for-profit tuition, online gaming and Internet companies sure are popular, says EAI director Bert Hofman.","https://www.facebook.com/93889432933/posts/10158519225092934"
"CNA","SG",2023-08-11,361,"“They have got some problems. That’s not good because when bad folks have problems, they do bad things,” US President Joe Biden said in remarks on China.","https://www.facebook.com/100064391875569/posts/673724051450651"
"GMA News","PH",2023-04-13,360,"China has expressed strong disapproval to the recent statements made by Philippine and United States officials against Beijing's activities in the South China Sea. Wang Wenbin, the Chinese Foreign Ministry spokesperson, maintained that ""China has indisputable sovereignty over the South China Sea Islands and the adjacent waters."" In a statement following a 2+2 meeting, Manila and Washington expressed strong objections ""to the unlawful maritime claims, militarization of reclaimed features, and threatening and provocative activities in the South China Sea, including the recent attempts of the People's Republic of China (PRC) to disrupt the Philippines' lawful operations at and around Second Thomas Shoal and the repeated massing of PRC maritime militia vessels at several sites within the Philippine Exclusive Economic Zone (EEZ), including, but not limited to, maritime areas in the vicinity of Iroquois Reef, Sabina Shoal, Second Thomas Shoal, and Whitsun Reef."" The 2+2 meeting involved US Secretary of State Antony Blinken, US Defense Secretary Lloyd Austin, Philippine defense officer-in-charge Senior Undersecretary Carlito Galvez Jr., and Foreign Affairs Secretary Enrique Manalo.","https://www.facebook.com/116724526976/posts/10161742543686977"
"CNA","SG",2022-05-11,359,"A potential naval base on the Solomon Islands would put China within 3,000km of US military installations, undermining the West in the South Pacific, says this former ambassador.","https://www.facebook.com/93889432933/posts/10158910117142934"
"CNA","SG",2021-04-04,359,"China is fast catching up with the US in household and national wealth. It benefits little from attacking the global order, say two professors.","https://www.facebook.com/93889432933/posts/10158208889832934"
"GMA News","PH",2022-11-22,359,"""I am here in Palawan to underscore the importance of our partnership in order to create economic opportunities, protect coastal ecosystems, maintain peace and stability, and uphold international rules and norms here in the South China Sea and around the world,"" US Vice President Kamala Harris. ""To the Philippine Coast Guard, you are on the frontlines of standing up for the international rules-based order,” she added.","https://www.facebook.com/116724526976/posts/10161413140086977"
"GMA News","PH",2023-06-16,359,"A Chinese Navy ship tailed a Philippine government vessel in the disputed West Philippine Sea on Thursday. READ: https://www.gmanetwork.com/news/topstories/nation/873174/china-navy-ship-tails-brp-francisco-dagohoy-in-ph-eez/story/ The rare encounter with China’s gray ship or military ship took place six nautical miles southwest of Pag-asa Island, an area well within the 200-nautical mile exclusive economic zone of the Philippines. A team from GMA Integrated News together with journalists from other media organizations witnessed the incident while on board BRP Francisco Dagohoy, a multi-mission vessel of the Bureau of Fisheries and Aquatic Resources or BFAR. The BRP Francisco Dagohoy was just two hours into it’s long journey from Pag-asa Island to Puerto Princesa, Palawan after completing an aid mission when the unexpected happened. The commanding officer of the BRP Francisco Dagohoy downplayed the close encounter with the Chinese gray ship. “Doon sa action ng Chinese Navy wala naman aggressive maneuver na ginawa,” Lieutenant Commander Mark Adrias said. Courtesy: Jun Veneracion/GMA Integrated News","https://www.facebook.com/100064849986224/posts/655093429995651"
"CNA","SG",2022-01-12,358,"Employees in Tianjin were given a half-day off to comply with the city's second round of mass COVID-19 testing.","https://www.facebook.com/93889432933/posts/10158724426127934"
"detikcom","ID",2020-05-15,358,"Impor Indonesia dari China tercatat mengalami peningkatan. Hal ini mencerminkan kondisi ekonomi China telah membaik dari wabah virus Corona. Begini datanya: #China via Detikfinance","https://www.facebook.com/374777242078/posts/10159286319422079"
"CNA","SG",2020-06-08,356,"As China’s economy gets going again after COVID-19, can its experience offer lessons for the rest of the world?","https://www.facebook.com/93889432933/posts/10157497492692934"
"detikcom","ID",2020-10-21,356,"Ekonomi China tumbuh 4,9% pada kuartal III-2020. Capaian itu merupakan hasil dari kerja keras negara tersebut dalam menangani pandemi COVID-19.","https://www.facebook.com/374777242078/posts/10159835691022079"
"GMA News","PH",2023-08-19,356,"US President Joe Biden and the leaders of South Korea and Japan agreed at Camp David on Friday to deepen military and economic cooperation and made their strongest joint condemnation yet of ""dangerous and aggressive behavior"" by China in the South China Sea.","https://www.facebook.com/100064849986224/posts/696836089154718"
"Citizen TV Kenya","KE",2022-04-09,355,"Shanghai Lockdown: 40 Companies Forced To Suspend Operations","https://www.facebook.com/261061365404/posts/10166653980645405"
"RTÉ News","IE",2020-06-16,353,"New Zealand lifted all social and economic restrictions except border controls last week, after declaring it had no new or active cases of the coronavirus","https://www.facebook.com/257558294273180/posts/3579683888727254"
"CNA","SG",2022-05-20,351,"“This move runs counter to market economy principles and free trade rules,” says China’s foreign ministry after Canada’s ban on the use of Huawei and ZTE technologies from its 5G networks.","https://www.facebook.com/93889432933/posts/10158925633677934"
"Citizen TV Kenya","KE",2020-04-14,350,"On #DayBreak this Tuesday: Mandera County has 6 reported covid-19 cases. Governor Ali Roba reflects on county preparedness as experts dive in. Also, Kenya’s economy has taken a hit, cruelty in China is hurting Kenyans. Join @SamGituku & @Zindzi_K for these & more starting 6am.","https://www.facebook.com/261061365404/posts/10163567494275405"
"CNA","SG",2021-02-08,350,"While Singapore might be a tech hub in Southeast Asia for now, there is still some way to go before it can be considered the Silicon Valley of Asia, experts say.","https://www.facebook.com/93889432933/posts/10158087691652934"
"CBC News","CA",2020-02-20,349,"China is struggling to get its economy back on track after imposing severe travel restrictions to contain a virus that emerged in the central province of Hubei late last year.","https://www.facebook.com/5823419603/posts/10158348869199604"
"CNA","SG",2021-10-05,348,"Authorities are keeping “a close watch” on any indirect or spillover effects on the Singapore economy arising from developments in China, said Tharman Shanmugaratnam.","https://www.facebook.com/93889432933/posts/10158558541312934"
"CNA","SG",2023-11-12,348,"Joe Biden and Xi Jinping will meet on Wednesday at the APEC summit in San Francisco.","https://www.facebook.com/100064391875569/posts/729335155889540"
"NHK","JP",2021-04-02,347,"１００分ｄｅ名著　渋沢栄一“論語と算盤”（全４回） ［Ｅテレ］毎週月曜 午後10:25～10:50 （再）毎週水曜 午前5:30～5:55／午後0:00～0:25 　 2021年の大河ドラマの主人公であり、新一万円札の顔にもなる渋沢栄一(1840-1931)。約500社もの企業を立ち上げ、500以上の社会事業にも携わり、「日本資本主義の父」「実業界の父」と称された人物です。日本の制度や経済システムの基礎を築いたともいわれている。彼の思想や信念の根幹を記したとされるのが「論語と算盤」。今なお数多くの経営者や起業家に読み継がれ絶大な影響力を誇っています。そこで、この「論語と算盤」を現代の視点から読み解くことで、理想のリーダーや組織・制度のあり方、困難な人生を生き抜く方法などを学んでいきます。 https://www.nhk.or.jp/meicho/famousbook/108_shibusawa/index.html 【指南役】守屋淳（中国古典研究者） 【朗読】小野武彦 【語り】内藤裕子 【司会】伊集院光，安部みちこ 　 第1回　高い志が行動原理を培う [Ｅテレ] 4月5日(月) 午後10:25～10:50 渋沢の前半生を振り返りながら「論語と算盤」を読み解き、柔軟でしなやかな行動原理を生み出す「高い志」の大切さを学ぶ。 　 第2回　「信用」で経済を回せ [Ｅテレ] 4月12日(月) 午後10:25～10:50 「信用でまわす経済」をキーワードに、拝金主義に陥りがちな資本主義の暴走のブレーキとなるものは何なのかを考える。 　 第3回　「合本主義」というヴィジョン [Ｅテレ] 4月19日(月) 午後10:25～10:50 渋沢が構想した「合本主義」とは何かを紐解きながら、私利追求に走りがちな資本主義システムに対抗するオルタナティブな選択肢はありうるのかを考える。 　 第4回　対極にあるものを両立させる [Ｅテレ] 4月26日(月) 午後10:25～10:50 「競争と協調」「寛容と厳しさ」「経済と道徳」という対極的な価値観を融和し協調させる渋沢独自の思考法に迫っていく。 ＝＝＝＝＝＝＝＝＝＝ １００分ｄｅ名著 ［Ｅテレ］ 毎週月曜 午後10:25～10:50 （再）毎週水曜 午前5:30～5:55／午後0:00～0:25 http://www.nhk.or.jp/meicho/ ＝＝＝＝＝＝＝＝＝＝","https://www.facebook.com/193924110634262/posts/4578522738841022"
